address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes,lat,lon
"3456 Princeton Ave, Coquitlam, BC V3E 3H1",,,Smiling Creek Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/smiling-creek-activity-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3456,Princeton Avenue,,Coquitlam,BC,V3E 3H1,,,"community centre located within Smiling Creek Elementary School, gym, sports courts, playgrounds",,49.2980668,-122.7503512
"3590 Mountain Hwy, North Vancouver, BC V7K 0A2",,,Lynn Valley Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/lynn-valley-community-recreation,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3590,Mountain Highway Avenue,,North Vancouver,BC,V7K 0A2,,,,,49.341232,-123.0377061
"3625 Banff Ct, North Vancouver, BC V7H 2Z8",,,Parkgate Community Centre,https://www.myparkgate.com/,Leisure / Community Centres,General,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",,49.3178742,-122.9708249
"3625 Banff Ct, North Vancouver, BC V7H 2Z8",,,Parkgate Community Centre,https://www.myparkgate.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",,49.3178742,-122.9708249
"3625 Banff Ct, North Vancouver, BC V7H 2Z8",,,Parkgate Community Centre,https://www.myparkgate.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",,49.3178742,-122.9708249
"3630 Lozells Ave, Burnaby, BC V5A 2Y8",,,Charles Rummel Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Other-Centres/Charles-Rummel.html,Leisure / Community Centres,General,Indoor,Public,3630,Lozells Avenue,,Burnaby ,BC,V5A 2Y8,,,,,49.2522359,-122.9414669
"3676 Kensington Ave, Burnaby, BC V5B 4Z6",,,Bill Copeland Sports Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bill-Copeland-Sports-Centre.html,Ice,2+ surfaces,Indoor,Private,3676,Kensington Avenue,,Burnaby ,BC,V5B 4Z6,,,arena ,,49.2519651,-122.9654182
"3676 Kensington Ave; Burnaby, British Columbia V5B 4Z6 ",,,Burnaby Lake Arena,https://www.burnaby.ca/Things-To-Do/Be-Active-Programs/Rates-and-Schedules/Skating.html,Ice,Single surface,Indoor,Public,?,Kensington Avenue,,Burnaby ,BC,V5B 4Z6,,,,,49.2519651,-122.9654182
"3700, Willingdon Ave, Burnaby, BC V5G 3H2",,,BCIT Recreation Services,https://www.bcit.ca/recreation/contact.shtml,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3700,Willingdon Avenue,,Burnaby ,BC,V5G 3H2,,,"fitness, gym, racquet courts, sports field",,49.2518242,-123.0042561
"3700, Willingdon Ave, Burnaby, BC V5G 3H2",,,BCIT Recreation Services,https://www.bcit.ca/recreation/contact.shtml,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3700,Willingdon Avenue,,Burnaby ,BC,V5G 3H2,,,"fitness, gym, racquet courts, sports field",,49.2518242,-123.0042561
"3700, Willingdon Ave, Burnaby, BC V5G 3H2",,,BCIT Recreation Services,https://www.bcit.ca/recreation/contact.shtml,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,3700,Willingdon Avenue,,Burnaby ,BC,V5G 3H2,,,"fitness, gym, racquet courts, sports field",,49.2518242,-123.0042561
"3702 Kensington Ave, Burnaby, BC V5B 4Z6",,,C.G. Brown Memorial Pool,https://www.burnaby.ca/Things-To-Do/Community-Centres/CG-Brown-Pool.html,Aquatics,25m pool with or without other pools,Indoor,Public,3702,Kensington Avenue,,Burnaby ,BC,V5B 4Z6,,,pool and fitness,,49.2505967,-122.9658123
"3702 Kensington Ave, Burnaby, BC V5B 4Z6",,,C.G. Brown Memorial Pool,https://www.burnaby.ca/Things-To-Do/Community-Centres/CG-Brown-Pool.html,Aquatics,Leisure / wading pools,Indoor,Public,3702,Kensington Avenue,,Burnaby ,BC,V5B 4Z6,,,pool and fitness,,49.2505967,-122.9658123
"3702 Kensington Ave, Burnaby, BC V5B 4Z6",,,C.G. Brown Memorial Pool,https://www.burnaby.ca/Things-To-Do/Community-Centres/CG-Brown-Pool.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3702,Kensington Avenue,,Burnaby ,BC,V5B 4Z6,,,pool and fitness,,49.2505967,-122.9658123
"3702 Kensington Ave, Burnaby, BC V5B 4Z6",,,Dynamo Swim Club,https://www.teamunify.com/Home.jsp?team=bcdsc,Aquatics,25m pool with or without other pools,Indoor,Private,,,,,,,,,,,49.2505967,-122.9658123
"3837 Point Grey Rd, Vancouver, BC V6R 1B3",,,Jericho Tennis Club,https://jerichotennisclub.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,3837,Point Grey Road,,Vancouver,BC,V6R 1B3,,,"tennis, racquet courts, fitness, outdoor pool",,49.2724414,-123.1894442
"3837 Point Grey Rd, Vancouver, BC V6R 1B3",,,Jericho Tennis Club,https://jerichotennisclub.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,3837,Point Grey Road,,Vancouver,BC,V6R 1B3,,,"tennis, racquet courts, fitness, outdoor pool",,49.2724414,-123.1894442
"3890 Kensington Ave, Burnaby, BC V5B 4V8",,,Burnaby Tennis Club,https://www.burnabytennis.ca/burnaby/home/readPage.do?id=141&history=clear,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Both,3890,Kensington Avenue,,Burnaby ,BC,V5B 4V8,,,,,49.2495242,-122.966057
"390 E 51st Ave, Vancouver, BC V5X 1C5",,,Sunset Arena,https://vancouver.ca/parks-recreation-culture/sunset-rink.aspx,Ice,Single surface,Indoor,Public,390,E 51st Avenue,,Vancouver,BC,V5X 1C5,,,,,49.2231447,-123.0980992
"3990 W 14th Ave, Vancouver, BC V6R 4H2",,,Lord Byng Pool,https://vancouver.ca/parks-recreation-culture/lord-byng-pool.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,3990,W 14th Avenue,,Vancouver,BC,V6R 4H2,,,wheelchair-accessible indoor pool,,49.259309,-123.1928684
"401 Main St, Vancouver, BC V6A 2T7",,,Carnegie Centre Community Centre,https://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,401,Main Street,,Vancouver,BC,V6A 2T7,,,"community centre for low income adults (including seniors), gym, fitness",,49.281052,-123.1001272
"401 Main St, Vancouver, BC V6A 2T7",,,Carnegie Centre Community Centre,https://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,401,Main Street,,Vancouver,BC,V6A 2T7,,,"community centre for low income adults (including seniors), gym, fitness",,49.281052,-123.1001272
"401 Main St, Vancouver, BC V6A 2T7",,,Carnegie Centre Community Centre,https://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,401,Main Street,,Vancouver,BC,V6A 2T7,,,"community centre for low income adults (including seniors), gym, fitness",,49.281052,-123.1001272
"4015 Fraser St, Vancouver, BC V5V 4E6",,,Polish Community Centre,http://polishsocietyvancouver.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2490708,-123.090514
"4111 Moncton Street, Richmond, BC V7E 3A8",,,Steveston Community Centre,https://www.richmond.ca/parksrec/centres/stevestoncentre/steveston.htm,Leisure / Community Centres,General,Both,Public,4111,Moncton Street,,Richmond,BC,V7E 3A8,,,"fitness, gym, racquet courts, indoor and outdoor tennis courts, sports fields, playground, water park",,49.1254527,-123.1786576
"4111 Moncton Street, Richmond, BC V7E 3A8",,,Steveston Community Centre,https://www.richmond.ca/parksrec/centres/stevestoncentre/steveston.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4111,Moncton Street,,Richmond,BC,V7E 3A8,,,"fitness, gym, racquet courts, indoor and outdoor tennis courts, sports fields, playground, water park",,49.1254527,-123.1786576
"4111 Moncton Street, Richmond, BC V7E 3A8",,,Steveston Community Centre,https://www.richmond.ca/parksrec/centres/stevestoncentre/steveston.htm,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,4111,Moncton Street,,Richmond,BC,V7E 3A8,,,"fitness, gym, racquet courts, indoor and outdoor tennis courts, sports fields, playground, water park",,49.1254527,-123.1786576
"4111 Moncton Street, Richmond, BC V7E 3A8",,,Steveston Community Centre,https://www.richmond.ca/parksrec/centres/stevestoncentre/steveston.htm,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,4111,Moncton Street,,Richmond,BC,V7E 3A8,,,"fitness, gym, racquet courts, indoor and outdoor tennis courts, sports fields, playground, water park",,49.1254527,-123.1786576
"4111 Moncton Street, Richmond, BC V7E 3A8",,,Steveston Community Centre,https://www.richmond.ca/parksrec/centres/stevestoncentre/steveston.htm,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,4111,Moncton Street,,Richmond,BC,V7E 3A8,,,"fitness, gym, racquet courts, indoor and outdoor tennis courts, sports fields, playground, water park",,49.1254527,-123.1786576
"4175 W 29th Ave, Vancouver, BC V6S 1V1",,,Kerr Pool at St. George's School,https://www.lifesaving.bc.ca/facility/st-georges-school-kerr-pool,Aquatics,25m pool with or without other pools,Indoor,Private,4175,W 29th Avenue,,Vancouver,BC,V6S 1V1,,,pool at boys school,,49.2471603,-123.1983488
"4295 Garden Grove Dr, Burnaby, BC V5G 4G8",,,Greentree Community Centre,https://greentreecommunitycenter.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, pool, fitness",,49.245903,-122.997226
"4295 Garden Grove Dr, Burnaby, BC V5G 4G8",,,Greentree Community Centre,https://greentreecommunitycenter.com/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"community centre, pool, fitness",,49.245903,-122.997226
"4295 Garden Grove Dr, Burnaby, BC V5G 4G8",,,Greentree Community Centre,https://greentreecommunitycenter.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, pool, fitness",,49.245903,-122.997226
"4397 W 2nd Ave, Vancouver, BC V6R 1K4",,,West Point Grey Community Centre,http://westpointgrey.org/program-facility/,Leisure / Community Centres,General,Indoor,Public,4397,W 2nd Avenue,,Vancouver,BC,V6R 1K4,,,"community centre with programs for children, youth, adults and seniors, gym, fitness",,49.2715534,-123.2051522
"4397 W 2nd Ave, Vancouver, BC V6R 1K4",,,West Point Grey Community Centre,http://westpointgrey.org/program-facility/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,4397,W 2nd Avenue,,Vancouver,BC,V6R 1K4,,,"community centre with programs for children, youth, adults and seniors, gym, fitness",,49.2715534,-123.2051522
"4397 W 2nd Ave, Vancouver, BC V6R 1K4",,,West Point Grey Community Centre,http://westpointgrey.org/program-facility/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4397,W 2nd Avenue,,Vancouver,BC,V6R 1K4,,,"community centre with programs for children, youth, adults and seniors, gym, fitness",,49.2715534,-123.2051522
"4460 Beresford St, Burnaby, BC V5H 0B8",,,South Burnaby Neighbourhood House,https://burnabynh.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2253401,-123.0042517
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Leisure / Community Centres,General,Both,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Aquatics,25m pool with or without other pools,Both,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Ice,Single surface,Indoor,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Ice,Curling,Indoor,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Hillcrest Community Centre,https://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,4575,Clancy Loranger Way,,Vancouver,BC,V5Y 2M4,,,"community centre, aquatic centre, fitness, ice rink, curling, gym, playgrounds",,49.2442998,-123.1076556
"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,,Vancouver Curling Club,https://vancurl.com/about,Ice,Curling,Indoor,Public,,,,,,,,,,,49.2442998,-123.1076556
"4585 Albert St, Burnaby, BC V5C 2G6",,,Confederation Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Seniors-Centres/Confederation.html,Leisure / Community Centres,Seniors,Indoor,Public,4585,Albert Street,,Burnaby ,BC,V5C 2G6,,,"seniors' centre, fitness",,49.2823107,-123.0012576
"4585 Albert St, Burnaby, BC V5C 2G6",,,Confederation Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Seniors-Centres/Confederation.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4585,Albert Street,,Burnaby ,BC,V5C 2G6,,,"seniors' centre, fitness",,49.2823107,-123.0012576
"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, arena, fitness",,49.0863379,-123.0583521
"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, arena, fitness",,49.0863379,-123.0583521
"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,Ice,Single surface,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",,49.0863379,-123.0583521
"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",,49.0863379,-123.0583521
"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",,49.0863379,-123.0583521
"4709 Pandora St, Burnaby, BC V5C 2C2",,,Confederation Park,https://www.burnaby.ca/Things-To-Do/Explore-Outdoors/Parks/Confederation-Park.html,Leisure / Community Centres,Seniors,Indoor,Public,4709,Pandora Street,,Burnaby ,BC,V5C 2C2,,,"seniors centre, youth centre, indoor pool, spray pool and splash pad, sports fields, track, tennis, playground ",took address from Confederation Park Water Park,49.283768,-122.998835
"4709 Pandora St, Burnaby, BC V5C 2C2",,,Confederation Park,https://www.burnaby.ca/Things-To-Do/Explore-Outdoors/Parks/Confederation-Park.html,Leisure / Community Centres,Youth,Indoor,Public,4709,Pandora Street,,Burnaby ,BC,V5C 2C2,,,"seniors centre, youth centre, indoor pool, spray pool and splash pad, sports fields, track, tennis, playground ",took address from Confederation Park Water Park,49.283768,-122.998835
"4709 Pandora St, Burnaby, BC V5C 2C2",,,Confederation Park,https://www.burnaby.ca/Things-To-Do/Explore-Outdoors/Parks/Confederation-Park.html,Aquatics,25m pool with or without other pools,Indoor,Public,4709,Pandora Street,,Burnaby ,BC,V5C 2C2,,,"seniors centre, youth centre, indoor pool, spray pool and splash pad, sports fields, track, tennis, playground ",took address from Confederation Park Water Park,49.283768,-122.998835
"4709 Pandora St, Burnaby, BC V5C 2C2",,,Confederation Park,https://www.burnaby.ca/Things-To-Do/Explore-Outdoors/Parks/Confederation-Park.html,Aquatics,Spray parks / splash pads,Both,Public,4709,Pandora Street,,Burnaby ,BC,V5C 2C2,,,"seniors centre, youth centre, indoor pool, spray pool and splash pad, sports fields, track, tennis, playground ",took address from Confederation Park Water Park,49.283768,-122.998835
"4734 51 St, Delta, BC V4K 3R8",,,Ladner Community Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-community-centre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, pickleball",,49.0890075,-123.082069
"4734 51 St, Delta, BC V4K 3R8",,,Ladner Community Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-community-centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,"community centre, pickleball",,49.0890075,-123.082069
"4747 Dunbar St, Vancouver, BC V6S 2H2",,,Dunbar Community Centre,https://vancouver.ca/parks-recreation-culture/dunbar-community-centre.aspx,Leisure / Community Centres,General,Both,Public,4747,Dunbar Street,,Vancouver,BC,V6S 2H2,,,"community centre, badminton/squash, sports, fitness, playground, tennis",,49.2437967,-123.1861423
"4747 Dunbar St, Vancouver, BC V6S 2H2",,,Dunbar Community Centre,https://vancouver.ca/parks-recreation-culture/dunbar-community-centre.aspx,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,4747,Dunbar Street,,Vancouver,BC,V6S 2H2,,,"community centre, badminton/squash, sports, fitness, playground, tennis",,49.2437967,-123.1861423
"4747 Dunbar St, Vancouver, BC V6S 2H2",,,Dunbar Community Centre,https://vancouver.ca/parks-recreation-culture/dunbar-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4747,Dunbar Street,,Vancouver,BC,V6S 2H2,,,"community centre, badminton/squash, sports, fitness, playground, tennis",,49.2437967,-123.1861423
"4781 Parkwood Ave, Burnaby, BC V5G 3C6",,,Wesburn Community Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Other-Centres/Wesburn.html,Leisure / Community Centres,General,Indoor,Public,4781,Parkwood Avenue ,,Burnaby ,BC,V5G 3C6,,,,,49.2420535,-123.0121871
"480 Broughton St, Vancouver, BC V6G 3H4",,,Coal Harbour Community Centre,https://westendcc.ca/coal-harbour/,Leisure / Community Centres,General,Both,Public,480,Broughton Street,,Vancouver,BC,V6G 3H4,,,"community centre with programs for children and adults, badminton/pickleball, indoor soccer , fitness",,49.2900551,-123.1256944
"480 Broughton St, Vancouver, BC V6G 3H4",,,Coal Harbour Community Centre,https://westendcc.ca/coal-harbour/,Physical Recreation & Sports,Sport fields,Indoor,Public,480,Broughton Street,,Vancouver,BC,V6G 3H4,,,"community centre with programs for children and adults, badminton/pickleball, indoor soccer , fitness",,49.2900551,-123.1256944
"480 Broughton St, Vancouver, BC V6G 3H4",,,Coal Harbour Community Centre,https://westendcc.ca/coal-harbour/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,480,Broughton Street,,Vancouver,BC,V6G 3H4,,,"community centre with programs for children and adults, badminton/pickleball, indoor soccer , fitness",,49.2900551,-123.1256944
"4867 Ontario St, Vancouver, BC V5V 3H4",,,Vancouver Racquets Club,https://vrc.bc.ca/facilities,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,4867,Ontario Street,,Vancouver,BC,V5V 3H4,,,"squash, badminton, fitness",,49.241338,-123.1061013
"4867 Ontario St, Vancouver, BC V5V 3H4",,,Vancouver Racquets Club,https://vrc.bc.ca/facilities,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,4867,Ontario Street,,Vancouver,BC,V5V 3H4,,,"squash, badminton, fitness",,49.241338,-123.1061013
"492 Glencoe Dr, Port Moody, BC V3H 1G5",,,Glenayre Community Centre,https://www.portmoody.ca/en/recreation-parks-and-environment/facilities-and-rentals.aspx#Glenayre-Community-Centre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2747839,-122.8875771
"4990 Canada Way, Burnaby, BC V5G 1M4",,,Burnaby Winter Club,https://www.burnabywinterclub.com/,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,49.2431362,-122.9691591
"5140 Smith Dr, Richmond, BC V6V 2W5",,,Hamilton Community Centre,https://www.richmond.ca/parksrec/centres/hamiltonctr/hamiltoncentre.htm,Leisure / Community Centres,General,Indoor,Public,5140,Smith Drive,,Richmond,BC,V6V 2W5,,,"community centre, fitness",,49.175919,-122.965356
"5140 Smith Dr, Richmond, BC V6V 2W5",,,Hamilton Community Centre,https://www.richmond.ca/parksrec/centres/hamiltonctr/hamiltoncentre.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5140,Smith Drive,,Richmond,BC,V6V 2W5,,,"community centre, fitness",,49.175919,-122.965356
"5151 Granville Ave, Richmond, BC V7C 1E6",,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,Leisure / Community Centres,General,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,"community centre, gym, fitness",,49.1633452,-123.1655535
"5151 Granville Ave, Richmond, BC V7C 1E6",,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,,,49.1633452,-123.1655535
"5151 Granville Ave, Richmond, BC V7C 1E6",,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,,,49.1633452,-123.1655535
"5155 47 Ave, Delta, BC  V4K 0A2",,,McKee Senior's Recreation Centre,http://www.delta.ca/services/seniors/seniors-recreation-centres/lists/seniors-recreation-centres/mckee-seniors-recreation-centre,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,49.0885322,-123.0812093
"5175 Dumfries St, Vancouver, BC V5P 3A2",,,Kensington Community Centre,https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,Leisure / Community Centres,Seniors,Indoor,Public,5175,Dumfries Street,,Vancouver,BC,V5P 3A2,,,"pool, fitness, senior's centre, skate park",,49.2372265,-123.0747847
"5175 Dumfries St, Vancouver, BC V5P 3A2",,,Kensington Community Centre,https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,5175,Dumfries Street,,Vancouver,BC,V5P 3A2,,,"pool, fitness, senior's centre, skate park",,49.2372265,-123.0747847
"5175 Dumfries St, Vancouver, BC V5P 3A2",,,Kensington Community Centre,https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5175,Dumfries Street,,Vancouver,BC,V5P 3A2,,,"pool, fitness, senior's centre, skate park",,49.2372265,-123.0747847
"5288 Joyce St, Vancouver, BC V5R 6C9",,,Collingwood Neighbourhood House,https://www.cnh.bc.ca/,Leisure / Community Centres,General,Indoor,Public,5288,Joyce Street,,Vancouver,BC,V5R 6C9,,,"programs for children, youth, adults and seniors",,49.2366592,-123.0328345
"535 Hornby St, Vancouver, BC V6C 2E8",,,YWCA Health + Fitness Centre,https://ywcavan.org/fitness,Aquatics,25m pool with or without other pools,Indoor,Public,535,Hornby Street,,Vancouver,BC,V6C 2E8,,,pool/fitness/racquet courts,,49.2855342,-123.1177823
"535 Hornby St, Vancouver, BC V6C 2E8",,,YWCA Health + Fitness Centre,https://ywcavan.org/fitness,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,535,Hornby Street,,Vancouver,BC,V6C 2E8,,,pool/fitness/racquet courts,,49.2855342,-123.1177823
"535 Hornby St, Vancouver, BC V6C 2E8",,,YWCA Health + Fitness Centre,https://ywcavan.org/fitness,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,535,Hornby Street,,Vancouver,BC,V6C 2E8,,,pool/fitness/racquet courts,,49.2855342,-123.1177823
"5350 Baillie St, Vancouver, BC V5Z 3M5",,,OAC Hall,,Leisure / Community Centres,General,Indoor,Public,5350,Baillie Street,,Vancouver,BC,V5Z 3M5,,,no website,,49.2371238,-123.1217818
"550 Sherling Pl, Port Coquitlam, BC V3B 0J6",,,Shuttlesport Badminton Academy,https://www.shuttlesport.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,,,49.2519881,-122.7322371
"5540 Hollybridge Way, Richmond, BC V7C 4N3",,,Richmond Curling Centre,http://www.richmondcurling.com/,Ice,Curling,Indoor,Private,5540,Hollybridge Way,,Richmond,BC,V7C 4N3,,,,,49.174307,-123.146282
"5575 9 Ave, Delta, BC  V4M 1W1",,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pool, fitness",,49.0199726,-123.0709939
"5575 9 Ave, Delta, BC  V4M 1W1",,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pool, fitness",,49.0199726,-123.0709939
"5575 9 Ave, Delta, BC  V4M 1W1",,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pool, fitness",,49.0199726,-123.0709939
"5670 East Blvd, Vancouver, BC V6M 3V2",,,Kerrisdale Cyclone Taylor Arena,https://vancouver.ca/parks-recreation-culture/kerrisdale-cyclone-taylor-arena.aspx,Ice,Single surface,Indoor,Public,5670,East Boulevard,,Vancouver,BC,V6M 3V2,,,"ice rink from September to March, indoor playground from April to August",,49.2353056,-123.1539567
