idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
QC301,clsc d'armagh,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,72, rue Principale,G0R1A0,Armagh,qc,"72, rue Principale",Armagh,2419037,24,46.743515,-70.589554,1,5220,FALSE,"72,  rue Principale, Armagh, qc, G0R1A0"
QC302,maison de naissance colette-julien,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,40, avenue Saint-Paul,G5H1B9,Mont-Joli,qc,"40, avenue Saint-Paul",Mont-Joli,2409077,24,48.59311,-68.1974,1,5221,FALSE,"40,  avenue Saint-Paul, Mont-Joli, qc, G5H1B9"
QC303,clsc de la vallée-des-forts,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,978, boulevard du Séminaire Nord,J3A1E5,Saint-Jean-sur-Richelieu,qc,"978, boulevard du Séminaire Nord",Saint-Jean-sur-Richelieu,2456083,24,45.335702,-73.269409,1,5222,FALSE,"978,  boulevard du Séminaire Nord, Saint-Jean-sur-Richelieu, qc, J3A1E5"
QC304,clsc de henryville,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,125, rue de l'Église,J0J1E0,Henryville,qc,"125, rue de l'Église",Henryville,2456042,24,45.138893,-73.192287,1,5223,FALSE,"125,  rue de l'Église, Henryville, qc, J0J1E0"
QC305,clsc simonne-monet-chartrand,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1303, boulevard Jacques-Cartier Est,J4M2Y8,Longueuil,qc,"1303, boulevard Jacques-Cartier Est",Longueuil,2458227,24,45.536141,-73.458551,1,5224,FALSE,"1303,  boulevard Jacques-Cartier Est, Longueuil, qc, J4M2Y8"
QC306,clsc de cap-chat,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,49, rue Notre-Dame,G0J1E0,Cap-Chat,qc,"49, rue Notre-Dame",Cap-Chat,2404047,24,49.09713,-66.686512,1,5225,FALSE,"49,  rue Notre-Dame, Cap-Chat, qc, G0J1E0"
QC307,clsc desrosiers-langlois,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,821, rue de la Soeur-Marie-Rose,J6V0E8,Terrebonne,qc,"821, rue de la Soeur-Marie-Rose",Terrebonne,2464008,24,45.722692,-73.510326,1,5226,FALSE,"821,  rue de la Soeur-Marie-Rose, Terrebonne, qc, J6V0E8"
QC308,clsc de cap-aux-meules,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,420, chemin Principal (Cap-aux-Meules),G4T1S1,Les Îles-de-la-Madeleine,qc,"420, chemin Principal (Cap-aux-Meules)",Les Îles-de-la-Madeleine,2401023,24,47.376175,-61.867901,1,5227,FALSE,"420,  chemin Principal (Cap-aux-Meules), Les Îles-de-la-Madeleine, qc, G4T1S1"
QC309,clsc de rémigny,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1290, rue de l'Église,J0Z3H0,Rémigny,qc,"1290, rue de l'Église",Rémigny,2485105,24,47.761753,-79.208301,1,5228,FALSE,"1290,  rue de l'Église, Rémigny, qc, J0Z3H0"
QC31,chus - hôpital fleurimont,hôpital fleurimont,,FALSE,"['chus - hôpital fleurimont', 'hôpital fleurimont', ""ciusss de l'estrie-centre hospitalier universitaire de sherbrooke — chus - hôpital fleurimont""]",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,3001, 12e Avenue Nord,J1H5N4,Sherbrooke,qc,"3001, 12e Avenue Nord",Sherbrooke,2443027,24,45.447736,-71.869027,1,5229,TRUE,"3001,  12e Avenue Nord, Sherbrooke, qc, J1H5N4"
QC310,clsc de nédélec,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,66, rue Principale,J0Z2Z0,Nédélec,qc,"66, rue Principale",Nédélec,2485100,24,47.69437,-79.423911,1,5230,FALSE,"66,  rue Principale, Nédélec, qc, J0Z2Z0"
QC311,clsc de rivière-du-loup,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,22, rue Saint-Laurent,G5R4W5,Rivière-du-Loup,qc,"22, rue Saint-Laurent",Rivière-du-Loup,2412072,24,47.83063,-69.536089,1,5231,FALSE,"22,  rue Saint-Laurent, Rivière-du-Loup, qc, G5R4W5"
QC312,clsc de huntingdon,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,10, rue King,J0S1H0,Huntingdon,qc,"10, rue King, bureau 200",Huntingdon,2469055,24,45.088788,-74.173593,1,5232,FALSE,"10,  rue King, Huntingdon, qc, J0S1H0"
QC313,clsc lamater les moulins,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2099, boulevard des Seigneurs,J6X4A7,Terrebonne,qc,"2099, boulevard des Seigneurs",Terrebonne,2464008,24,45.718361,-73.682163,1,5233,FALSE,"2099,  boulevard des Seigneurs, Terrebonne, qc, J6X4A7"
QC314,clsc de l'érable,clsc de l'érable,,TRUE,"[""clsc de l'érable"", 'centre de services de plessisville']",CLSC,Ambulatory health care services,,FALSE,Ambulatory health care services,"['Ambulatory health care services', 'Nursing and residential care facilities']",Province of Québec,,1331, rue Saint-Calixte,G6L1P4,Plessisville,qc,"1331, rue Saint-Calixte",Plessisville,2432040,24,46.216005,-71.778244,1,5234,TRUE,"1331,  rue Saint-Calixte, Plessisville, qc, G6L1P4"
QC315,clsc suzor-coté,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,100, rue de l'Ermitage,G6P9N2,Victoriaville,qc,"100, rue de l'Ermitage",Victoriaville,2439062,24,46.060717,-71.964536,1,5235,FALSE,"100,  rue de l'Ermitage, Victoriaville, qc, G6P9N2"
QC316,maison de naissance mimosa,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,182, rue de Saint-Romuald,G6W3G9,Lévis,qc,"182, rue de Saint-Romuald",Lévis,2425213,24,46.755818,-71.237893,1,5236,FALSE,"182,  rue de Saint-Romuald, Lévis, qc, G6W3G9"
QC317,clsc d'alma,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,100, rue Saint-Joseph Sud,G8B7A6,Alma,qc,"100, rue Saint-Joseph Sud",Alma,2493042,24,48.550629,-71.653756,1,5237,FALSE,"100,  rue Saint-Joseph Sud, Alma, qc, G8B7A6"
QC318,clsc de saint-félicien,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1228, boulevard  Sacré-Coeur,G8K2R2,Saint-Félicien,qc,"1228, boulevard  Sacré-Coeur",Saint-Félicien,2491042,24,48.653161,-72.446342,1,5238,FALSE,"1228,  boulevard  Sacré-Coeur, Saint-Félicien, qc, G8K2R2"
QC319,clsc lamater de terrebonne,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1317, boulevard des Seigneurs,J6W5B1,Terrebonne,qc,"1317, boulevard des Seigneurs",Terrebonne,2464008,24,45.699742,-73.658541,1,5239,FALSE,"1317,  boulevard des Seigneurs, Terrebonne, qc, J6W5B1"
QC32,chus - hôtel-dieu de sherbrooke,chus - hôtel-dieu de sherbrooke,,TRUE,"['chus - hôtel-dieu de sherbrooke', 'ch universitaire de sherbrooke (chus)', ""ciusss de l'estrie-centre hospitalier universitaire de sherbrooke — chus - hôtel-dieu de sherbrooke""]",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,580, rue Bowen Sud,J1G2E8,Sherbrooke,qc,"580, rue Bowen Sud",Sherbrooke,2443027,24,45.398442,-71.877948,1,5240,TRUE,"580,  rue Bowen Sud, Sherbrooke, qc, J1G2E8"
QC320,clsc du lac-saint-louis,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,180, avenue Cartier,H9S4S1,Pointe-Claire,qc,"180, avenue Cartier",Pointe-Claire,2466097,24,45.438971,-73.827527,1,5241,FALSE,"180,  avenue Cartier, Pointe-Claire, qc, H9S4S1"
QC321,clsc de pierrefonds,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,13800, boulevard Gouin Ouest,H8Z3H6,Montréal,qc,"13800, boulevard Gouin Ouest",Montréal,2466023,24,45.497213,-73.848437,1,5242,FALSE,"13800,  boulevard Gouin Ouest, Montréal, qc, H8Z3H6"
QC322,clsc de dorval-lachine,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1900, rue Notre-Dame,H8S2G2,Montréal,qc,"1900, rue Notre-Dame",Montréal,2466023,24,45.435402,-73.681544,1,5243,FALSE,"1900,  rue Notre-Dame, Montréal, qc, H8S2G2"
QC323,clsc de saint-henri,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,3833, rue Notre-Dame Ouest,H4C1P8,Montréal,qc,"3833, rue Notre-Dame Ouest",Montréal,2466023,24,45.478803,-73.58369,1,5244,FALSE,"3833,  rue Notre-Dame Ouest, Montréal, qc, H4C1P8"
QC324,clsc de verdun,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,400, rue de l'Église,H4G2M4,Montréal,qc,"400, rue de l'Église",Montréal,2466023,24,45.462592,-73.569383,1,5245,FALSE,"400,  rue de l'Église, Montréal, qc, H4G2M4"
QC325,clsc rené-cassin,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,5800, boulevard Cavendish,H4W2T5,Côte-Saint-Luc,qc,"5800, boulevard Cavendish",Côte-Saint-Luc,2466058,24,45.475758,-73.665468,1,5246,FALSE,"5800,  boulevard Cavendish, Côte-Saint-Luc, qc, H4W2T5"
QC326,clsc de montréal-nord,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,11441, boulevard Lacordaire,H1G4J9,Montréal,qc,"11441, boulevard Lacordaire",Montréal,2466023,24,45.607298,-73.620047,1,5247,FALSE,"11441,  boulevard Lacordaire, Montréal, qc, H1G4J9"
QC327,clsc d'ahuntsic,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1165, boulevard Henri-Bourassa Est,H2C3K2,Montréal,qc,"1165, boulevard Henri-Bourassa Est",Montréal,2466023,24,45.561384,-73.665915,1,5248,FALSE,"1165,  boulevard Henri-Bourassa Est, Montréal, qc, H2C3K2"
QC328,clsc de villeray,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1425, rue Jarry Est,H2E1A7,Montréal,qc,"1425, rue Jarry Est",Montréal,2466023,24,45.551296,-73.621058,1,5249,FALSE,"1425,  rue Jarry Est, Montréal, qc, H2E1A7"
QC329,clsc de la petite-patrie,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,6520, rue de Saint-Vallier,H2S2P7,Montréal,qc,"6520, rue de Saint-Vallier",Montréal,2466023,24,45.534831,-73.605205,1,5250,FALSE,"6520,  rue de Saint-Vallier, Montréal, qc, H2S2P7"
QC33,hôpital du saint-sacrement,hôpital du saint-sacrement,,TRUE,"['hôpital du saint-sacrement', 'hôpital du saint-sacrement', 'hôpital du saint-sacrement', 'chu de québec - université laval — hôpital du saint-sacrement']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,1050, chemin Sainte-Foy,G1S4L8,Québec,qc,"1050, chemin Sainte-Foy",Québec,2423027,24,46.799357,-71.246411,1,5251,TRUE,"1050,  chemin Sainte-Foy, Québec, qc, G1S4L8"
QC330,clsc de la malbaie,clsc de la malbaie,,TRUE,"['clsc de la malbaie', 'centre de services de readaptation en dependance de la malbaie']",CLSC,Ambulatory health care services,,FALSE,Ambulatory health care services,"['Ambulatory health care services', 'Nursing and residential care facilities']",Province of Québec,,535, boulevard de Comporté,G5A1S8,La Malbaie,qc,"535, boulevard de Comporté",La Malbaie,2415013,24,47.653054,-70.149134,1,5252,TRUE,"535,  boulevard de Comporté, La Malbaie, qc, G5A1S8"
QC331,clsc des mille-îles,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,4731, boulevard Lévesque Est,H7C1M9,Laval,qc,"4731, boulevard Lévesque Est",Laval,2465005,24,45.607156,-73.645454,1,5253,FALSE,"4731,  boulevard Lévesque Est, Laval, qc, H7C1M9"
QC332,clsc drummond,clsc drummond,,TRUE,"['clsc drummond', 'services externes de drummondville', 'centre de services de drummondville']",CLSC,Ambulatory health care services,,FALSE,Ambulatory health care services,"['Ambulatory health care services', 'Nursing and residential care facilities']",Province of Québec,,350, rue Saint-Jean,J2B5L4,Drummondville,qc,"350, rue Saint-Jean",Drummondville,2449058,24,45.87609,-72.483001,1,5254,TRUE,"350,  rue Saint-Jean, Drummondville, qc, J2B5L4"
QC333,clsc saint-rédempteur,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,85, rue Saint-Rédempteur,J8X4E6,Gatineau,qc,"85, rue Saint-Rédempteur",Gatineau,2481017,24,45.427079,-75.721809,1,5255,FALSE,"85,  rue Saint-Rédempteur, Gatineau, qc, J8X4E6"
QC334,clsc de vallée-de-la-lièvre,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,578, rue Maclaren Est,J8L2W1,Gatineau,qc,"578, rue Maclaren Est",Gatineau,2481017,24,45.588019,-75.402675,1,5256,FALSE,"578,  rue Maclaren Est, Gatineau, qc, J8L2W1"
QC335,clsc jean-olivier-chenier,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,29, chemin d'Oka,J7R1K6,Saint-Eustache,qc,"29, chemin d'Oka",Saint-Eustache,2472005,24,45.550719,-73.893298,1,5257,FALSE,"29,  chemin d'Oka, Saint-Eustache, qc, J7R1K6"
QC336,clsc du centre-ville-de-saint-jérôme,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,430, rue Labelle,J7Z5L3,Saint-Jérôme,qc,"430, rue Labelle",Saint-Jérôme,2475017,24,45.779416,-74.004126,1,5258,FALSE,"430,  rue Labelle, Saint-Jérôme, qc, J7Z5L3"
QC337,clsc de rouyn-noranda,clsc de rouyn-noranda,,TRUE,"['clsc de rouyn-noranda', 'services externes de rouyn-noranda']",CLSC,Ambulatory health care services,,FALSE,Ambulatory health care services,"['Ambulatory health care services', 'Nursing and residential care facilities']",Province of Québec,,1, 9e Rue,J9X2A9,Rouyn-Noranda,qc,"1, 9e Rue",Rouyn-Noranda,2486042,24,48.243357,-79.021004,1,5259,TRUE,"1,  9e Rue, Rouyn-Noranda, qc, J9X2A9"
QC338,clsc de thetford mines,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,17, rue Notre-Dame Ouest,G6G1J1,Thetford Mines,qc,"17, rue Notre-Dame Ouest, bureau 100",Thetford Mines,2431084,24,46.091207,-71.300804,1,5260,FALSE,"17,  rue Notre-Dame Ouest, Thetford Mines, qc, G6G1J1"
QC339,clsc de saint-joseph-de-beauce,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1125, avenue du Palais,G0S2V0,Saint-Joseph-de-Beauce,qc,"1125, avenue du Palais",Saint-Joseph-de-Beauce,2427043,24,46.299303,-70.871328,1,5261,FALSE,"1125,  avenue du Palais, Saint-Joseph-de-Beauce, qc, G0S2V0"
QC34,pavillon l'hôtel-dieu de québec,hôtel-dieu de québec,,FALSE,"[""pavillon l'hôtel-dieu de québec"", 'hôtel-dieu de québec', ""l'hôtel-dieu de québec"", 'chu de québec - université laval — pavillon l’hôtel-dieu de québec']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,11, Côte du Palais,G1R2J6,Québec,qc,"11, Côte du Palais",Québec,2423027,24,46.81539,-71.210994,1,5262,TRUE,"11,  Côte du Palais, Québec, qc, G1R2J6"
QC340,clsc de la guadeloupe,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,437, 15e rue Ouest,G0M1G0,La Guadeloupe,qc,"437, 15e rue Ouest",La Guadeloupe,2429030,24,45.965087,-70.941782,1,5263,FALSE,"437,  15e rue Ouest, La Guadeloupe, qc, G0M1G0"
QC341,clsc de longueuil-ouest,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,201, boulevard Curé-Poirier Ouest,J4J2G4,Longueuil,qc,"201, boulevard Curé-Poirier Ouest",Longueuil,2458227,24,45.527555,-73.483164,1,5264,FALSE,"201,  boulevard Curé-Poirier Ouest, Longueuil, qc, J4J2G4"
QC342,clsc des seigneuries,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2220, boulevard René-Gaultier,J3X1E3,Varennes,qc,"2220, boulevard René-Gaultier",Varennes,2459020,24,45.682505,-73.436268,1,5265,FALSE,"2220,  boulevard René-Gaultier, Varennes, qc, J3X1E3"
QC343,maison de naissance du richelieu,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,700, rue Martel,J3L5R6,Richelieu,qc,"700, rue Martel",Richelieu,2455057,24,45.441769,-73.244248,1,5266,FALSE,"700,  rue Martel, Richelieu, qc, J3L5R6"
QC344,clsc samuel-de-champlain,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,5811, boulevard Taschereau,J4Z1A5,Brossard,qc,"5811, boulevard Taschereau, bureau 100",Brossard,2458007,24,45.477716,-73.464849,1,5267,FALSE,"5811,  boulevard Taschereau, Brossard, qc, J4Z1A5"
QC345,clsc de salaberry-de-valleyfield,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,71, rue Maden,J6S3V4,Salaberry-de-Valleyfield,qc,"71, rue Maden, bureau 200",Salaberry-de-Valleyfield,2470052,24,45.264656,-74.130248,1,5268,FALSE,"71,  rue Maden, Salaberry-de-Valleyfield, qc, J6S3V4"
QC346,clsc de châteauguay,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,101, rue Lauzon,J6K1C7,Châteauguay,qc,"101, rue Lauzon",Châteauguay,2467050,24,45.358539,-73.714809,1,5269,FALSE,"101,  rue Lauzon, Châteauguay, qc, J6K1C7"
QC347,clsc de saint-rémi,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2, rue Sainte-Famille,J0L2L0,Saint-Rémi,qc,"2, rue Sainte-Famille",Saint-Rémi,2468055,24,45.256247,-73.620287,1,5270,FALSE,"2,  rue Sainte-Famille, Saint-Rémi, qc, J0L2L0"
QC348,clsc kateri,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,90, boulevard Marie-Victorin,J5R1C1,Candiac,qc,"90, boulevard Marie-Victorin",Candiac,2467020,24,45.39873,-73.527321,1,5271,FALSE,"90,  boulevard Marie-Victorin, Candiac, qc, J5R1C1"
QC349,clsc godefroy,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,,,G9H1S3,Bécancour,qc,Bécancour,Bécancour,2438010,24,46.299257,-72.542153,3,5272,FALSE,"Bécancour, qc, G9H1S3"
QC350,clsc de wickham,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,893, rue Moreau,J0C1S0,Wickham,qc,"893, rue Moreau",Wickham,2449040,24,45.762656,-72.499587,1,5273,FALSE,"893,  rue Moreau, Wickham, qc, J0C1S0"
QC351,clsc de saint-guillaume,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,207, rue Principale,J0C1L0,Saint-Guillaume,qc,"207, rue Principale",Saint-Guillaume,2449113,24,45.888267,-72.761588,1,5274,FALSE,"207,  rue Principale, Saint-Guillaume, qc, J0C1L0"
QC352,clsc des bois-francs,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,339, boulevard des Bois-Francs Nord,G6P7B7,Victoriaville,qc,"339, boulevard des Bois-Francs Nord",Victoriaville,2439062,24,46.064672,-71.961022,1,5275,FALSE,"339,  boulevard des Bois-Francs Nord, Victoriaville, qc, G6P7B7"
QC353,clsc de saint-élie-de-caxton,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,52, Chemin des Loisirs,G0X2N0,Saint-Élie-de-Caxton,qc,"52, Chemin des Loisirs",Saint-Élie-de-Caxton,2451075,24,46.487709,-72.958711,1,5276,FALSE,"52,  Chemin des Loisirs, Saint-Élie-de-Caxton, qc, G0X2N0"
QC354,clsc de taschereau,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,417, avenue Privat,J0Z3N0,Taschereau,qc,"417, avenue Privat",Taschereau,2487042,24,48.664804,-78.687315,1,5277,FALSE,"417,  avenue Privat, Taschereau, qc, J0Z3N0"
QC355,clsc de côte-des-neiges,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,4039, rue Tupper,H3Z1T5,Westmount,qc,"4039, rue Tupper",Westmount,2466032,24,45.487842,-73.585287,1,5278,FALSE,"4039,  rue Tupper, Westmount, qc, H3Z1T5"
QC356,clsc de rigaud,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,59, rue Saint-Viateur,J0P1P0,Rigaud,qc,"59, rue Saint-Viateur",Rigaud,2471133,24,45.475822,-74.299595,1,5279,FALSE,"59,  rue Saint-Viateur, Rigaud, qc, J0P1P0"
QC357,clsc de labelle,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,17, rue du Couvent,J0T1H0,Labelle,qc,"17, rue du Couvent",Labelle,2478120,24,46.278175,-74.73404,1,5280,FALSE,"17,  rue du Couvent, Labelle, qc, J0T1H0"
QC358,clsc de verchères,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,90, montée Calixa-Lavallée,J0L2R0,Verchères,qc,"90, montée Calixa-Lavallée",Verchères,2459025,24,45.772693,-73.3512,1,5281,FALSE,"90,  montée Calixa-Lavallée, Verchères, qc, J0L2R0"
QC359,clsc du plateau-mont-royal,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,4625, avenue de Lorimier,H2H2B4,Montréal,qc,"4625, avenue de Lorimier",Montréal,2466023,24,45.536202,-73.574006,1,5282,FALSE,"4625,  avenue de Lorimier, Montréal, qc, H2H2B4"
QC36,hôpital de mont-laurier,hôpital de mont-laurier,,TRUE,"['hôpital de mont-laurier', 'hôpital de mont-laurier', 'cisss des laurentides — hôpital de mont-laurier']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,2561, chemin de la Lièvre Sud,J9L3G3,Mont-Laurier,qc,"2561, chemin de la Lièvre Sud",Mont-Laurier,2479088,24,46.549211,-75.517655,1,5283,TRUE,"2561,  chemin de la Lièvre Sud, Mont-Laurier, qc, J9L3G3"
QC360,clsc saint-urbain,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,55, avenue du Mont-Royal Ouest,H2T2S5,Montréal,qc,"55, avenue du Mont-Royal Ouest",Montréal,2466023,24,45.519495,-73.587329,1,5284,FALSE,"55,  avenue du Mont-Royal Ouest, Montréal, qc, H2T2S5"
QC361,clsc de joliette,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,380, boulevard Base-de-Roc,J6E9J6,Joliette,qc,"380, boulevard Base-de-Roc",Joliette,2461025,24,46.019108,-73.437155,1,5285,FALSE,"380,  boulevard Base-de-Roc, Joliette, qc, J6E9J6"
QC362,clsc châteauguay (point de service),,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,498, boulevard d'Youville,J6J5T9,Châteauguay,qc,"498, boulevard d'Youville",Châteauguay,2467050,24,45.384515,-73.77038,1,5286,FALSE,"498,  boulevard d'Youville, Châteauguay, qc, J6J5T9"
QC363,clsc de saint-jude,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,938, rue du Centre,J0H1P0,Saint-Jude,qc,"938, rue du Centre",Saint-Jude,2454110,24,45.770977,-72.99256,1,5287,FALSE,"938,  rue du Centre, Saint-Jude, qc, J0H1P0"
QC364,clsc des maskoutains,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1015, rue Gauthier,J2S8T2,Saint-Hyacinthe,qc,"1015, rue Gauthier",Saint-Hyacinthe,2454048,24,45.636969,-72.959844,1,5288,FALSE,"1015,  rue Gauthier, Saint-Hyacinthe, qc, J2S8T2"
QC365,clsc d'orsainville,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,791, rue de Sherwood,G2N1X7,Québec,qc,"791, rue de Sherwood",Québec,2423027,24,46.90507,-71.320225,1,5289,FALSE,"791,  rue de Sherwood, Québec, qc, G2N1X7"
QC366,maison de naissance de l'estrie,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,65, rue de la Croix,J1C0M2,Sherbrooke,qc,"65, rue de la Croix",Sherbrooke,2443027,24,45.471136,-71.945442,1,5290,FALSE,"65,  rue de la Croix, Sherbrooke, qc, J1C0M2"
QC367,clsc de cap-rouge,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1100, boul. de la Chaudière,G1Y0A1,Québec,qc,"1100, boul. de la Chaudière, bureau 115",Québec,2423027,24,46.759689,-71.351225,1,5291,FALSE,"1100,  boul. de la Chaudière, Québec, qc, G1Y0A1"
QC368,clsc de saint-louis-du-parc,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,15, avenue du Mont-Royal Ouest,H2T2R9,Montréal,qc,"15, avenue du Mont-Royal Ouest",Montréal,2466023,24,45.519956,-73.586908,1,5292,FALSE,"15,  avenue du Mont-Royal Ouest, Montréal, qc, H2T2R9"
QC369,clsc de l'île-d'orléans,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1015, rue Prévost,G0A4E0,Saint-Pierre-de-L'Île-d'Orléans,qc,"1015, rue Prévost, suite 400",Saint-Pierre-de-l'Île-d'Orléans,2420025,24,46.873944,-71.095864,1,5293,FALSE,"1015,  rue Prévost, Saint-Pierre-de-L'Île-d'Orléans, qc, G0A4E0"
QC37,hôpital de verdun,ch de verdun,,FALSE,"['hôpital de verdun', 'ch de verdun', ""ciusss du centre-sud-de-l'île-de-montréal — hôpital de verdun""]",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,4000, boulevard LaSalle,H4G2A3,Montréal,qc,"4000, boulevard LaSalle",Montréal,2466023,24,45.464098,-73.563989,1,5294,TRUE,"4000,  boulevard LaSalle, Montréal, qc, H4G2A3"
QC370,clsc montmorency,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,33, avenue Ruel,G1C2C8,Québec,qc,"33, avenue Ruel",Québec,2423027,24,46.877203,-71.157038,1,5295,FALSE,"33,  avenue Ruel, Québec, qc, G1C2C8"
QC371,clsc de sainte-catherine-de-la-jacques-cartier,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,4570, route de Fossambault,G3N2T6,Sainte-Catherine-de-la-Jacques-Cartier,qc,"4570, route de Fossambault",Sainte-Catherine-de-la-Jacques-Cartier,2422005,24,46.84194,-71.610701,1,5296,FALSE,"4570,  route de Fossambault, Sainte-Catherine-de-la-Jacques-Cartier, qc, G3N2T6"
QC372,clsc de sutton,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,33 rue Principale,,J0E2K0,Sutton,qc,33 rue Principale,Sutton,2446058,24,45.104849,-72.615606,2,5297,FALSE,"33 rue Principale, Sutton, qc, J0E2K0"
QC373,clsc de saint-joseph,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,270, rue Déragon,J2G5J5,Granby,qc,"270, rue Déragon",Granby,2447017,24,45.409829,-72.727513,1,5298,FALSE,"270,  rue Déragon, Granby, qc, J2G5J5"
QC374,clsc de saint-romuald,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,200-1205, boulevard Guillaume-Couture,G6W0J6,Lévis,qc,"200-1205, boulevard Guillaume-Couture",Lévis,2425213,24,46.735394,-71.263486,1,5299,FALSE,"200-1205,  boulevard Guillaume-Couture, Lévis, qc, G6W0J6"
QC375,maison de naissance de la capitale-nationale,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1280, 1re Avenue,G1L3K9,Québec,qc,"1280, 1re Avenue",Québec,2423027,24,46.826982,-71.234492,1,5300,FALSE,"1280,  1re Avenue, Québec, qc, G1L3K9"
